;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
3656;7.1;0.28;0.28;8.5;0.03;25.0;191.0;0.9933799999999999;3.16;0.46;12.2;excellent
4835;5.6;0.295;0.26;1.1;0.035;40.0;102.0;0.99154;3.47;0.56;10.6;good
2499;6.9;0.26;0.31;7.0;0.039;37.0;175.0;0.9937600000000001;3.32;0.49;11.4;good
4032;6.8;0.27;0.22;17.8;0.034;16.0;116.0;0.9989;3.07;0.53;9.2;good
1148;7.0;0.17;0.37;5.7;0.025;29.0;111.0;0.9938;3.2;0.49;10.8;good
4573;6.8;0.32;0.23;3.3;0.026000000000000002;31.0;99.0;0.9896;3.1;0.4;12.4;good
4097;6.4;0.14;0.28;7.9;0.057;21.0;82.0;0.99425;3.26;0.36;10.0;good
2459;6.6;0.33;0.24;16.05;0.045;31.0;147.0;0.9982200000000001;3.08;0.52;9.2;good
3757;6.5;0.26;0.34;1.4;0.04;25.0;184.0;0.99216;3.29;0.46;10.7;good
585;7.4;0.24;0.22;10.7;0.042;26.0;81.0;0.9954;2.86;0.36;9.7;good
3593;5.6;0.28;0.28;4.2;0.044000000000000004;52.0;158.0;0.992;3.35;0.44;10.7;excellent
461;7.0;0.25;0.29;15.2;0.047;40.0;171.0;0.9982;3.22;0.45;9.3;good
1196;6.9;0.25;0.26;5.2;0.024;36.0;135.0;0.9948;3.16;0.72;10.7;excellent
2270;7.3;0.19;0.25;1.4;0.051;41.0;107.0;0.99382;3.53;0.66;10.5;excellent
1550;7.9;0.18;0.49;5.2;0.051;36.0;157.0;0.9953;3.18;0.48;10.6;good
3525;5.3;0.36;0.27;6.3;0.027999999999999997;40.0;132.0;0.9918600000000001;3.37;0.4;11.6;good
2238;6.1;0.15;0.29;6.2;0.046;39.0;151.0;0.99471;3.6;0.44;10.6;good
1609;8.1;0.2;0.49;11.8;0.048;46.0;212.0;0.9968;3.09;0.46;10.0;excellent
2349;7.9;0.46;0.4;10.1;0.168;19.0;184.0;0.99782;3.06;0.62;9.5;good
3513;7.9;0.35;0.28;12.9;0.032;13.0;63.0;0.9932;2.99;0.43;13.0;good
1327;6.8;0.26;0.33;1.5;0.047;44.0;167.0;0.9928;3.12;0.44;10.5;good
2434;8.3;0.28;0.27;17.5;0.045;48.0;253.0;1.00014;3.02;0.56;9.1;good
695;6.3;0.34;0.28;14.7;0.047;49.0;198.0;0.9977;3.23;0.46;9.5;good
1521;6.6;0.3;0.24;1.2;0.034;17.0;121.0;0.9933;3.13;0.36;9.2;good
4222;6.1;0.38;0.14;3.9;0.06;27.0;113.0;0.99344;3.07;0.34;9.2;poor
3939;6.2;0.27;0.32;6.3;0.048;47.0;159.0;0.99282;3.21;0.6;11.0;good
4781;5.6;0.3;0.1;6.4;0.043;34.0;142.0;0.99382;3.14;0.48;9.8;good
453;6.0;0.27;0.27;1.6;0.046;32.0;113.0;0.9924;3.41;0.51;10.5;excellent
3597;6.6;0.19;0.28;11.8;0.042;54.0;137.0;0.99492;3.18;0.37;10.8;good
1853;8.3;0.27;0.39;2.4;0.057999999999999996;16.0;107.0;0.9955;3.28;0.59;10.3;good
4582;6.3;0.37;0.51;6.3;0.048;35.0;146.0;0.9943;3.1;1.01;10.5;good
3312;5.9;0.24;0.28;1.3;0.032;36.0;95.0;0.9888899999999999;3.08;0.64;12.9;excellent
4450;6.9;0.29;0.25;12.2;0.04;29.0;136.0;0.9955200000000001;3.05;0.65;10.4;good
3940;6.9;0.4;0.37;8.9;0.053;36.0;148.0;0.996;3.16;0.5;9.3;good
3059;8.5;0.19;0.48;1.1;0.026000000000000002;23.0;58.0;0.9918399999999999;2.9;0.5;10.5;good
4102;6.9;0.37;0.23;9.5;0.057;54.0;166.0;0.9956799999999999;3.23;0.42;10.0;good
4280;5.7;0.22;0.2;16.0;0.044000000000000004;41.0;113.0;0.9986200000000001;3.22;0.46;8.9;good
3020;8.4;0.32;0.35;11.7;0.028999999999999998;3.0;46.0;0.99439;3.02;0.34;11.8;good
4349;7.2;0.34;0.28;10.4;0.10800000000000001;43.0;187.0;0.9973799999999999;2.96;0.57;9.4;good
2803;5.5;0.15;0.32;14.0;0.031;16.0;99.0;0.9943700000000001;3.26;0.38;11.5;excellent
4675;5.7;0.21;0.37;4.5;0.04;58.0;140.0;0.9933200000000001;3.29;0.62;10.6;good
578;6.5;0.28;0.29;2.7;0.038;26.0;107.0;0.9912;3.32;0.41;11.6;excellent
1779;6.4;0.15;0.36;1.8;0.034;43.0;150.0;0.9922;3.42;0.69;11.0;excellent
856;8.2;0.38;0.49;13.6;0.042;58.0;166.0;0.99855;3.1;0.54;9.4;good
1969;6.3;0.41;0.3;3.2;0.03;49.0;164.0;0.9927;3.53;0.79;11.7;excellent
3288;6.6;0.2;0.14;4.4;0.184;35.0;168.0;0.9939600000000001;2.93;0.45;9.4;good
2194;6.4;0.18;0.32;9.6;0.052000000000000005;24.0;90.0;0.9963;3.35;0.49;9.4;good
682;5.9;0.25;0.25;11.3;0.052000000000000005;30.0;165.0;0.997;3.24;0.44;9.5;good
4546;6.5;0.2;0.31;2.1;0.033;32.0;95.0;0.9894350000000001;2.96;0.61;12.0;good
2638;7.5;0.13;0.38;1.1;0.023;42.0;104.0;0.9911200000000001;3.28;0.53;11.8;good
3688;7.1;0.21;0.35;2.5;0.04;41.0;186.0;0.9912799999999999;3.32;0.56;12.5;good
1654;6.6;0.46;0.49;7.4;0.052000000000000005;19.0;184.0;0.9956;3.11;0.38;9.0;good
3273;6.4;0.23;0.32;1.9;0.038;40.0;118.0;0.99074;3.32;0.53;11.8;excellent
2040;6.7;0.3;0.45;10.6;0.032;56.0;212.0;0.997;3.22;0.59;9.5;good
3923;8.6;0.31;0.3;0.9;0.045;16.0;109.0;0.99249;2.95;0.39;10.1;good
2738;6.9;0.615;0.42;12.0;0.067;24.0;131.0;0.9972700000000001;3.19;0.34;9.3;good
3084;6.6;0.17;0.35;2.6;0.03;33.0;78.0;0.99146;3.22;0.72;11.3;good
1680;7.6;0.32;0.34;18.35;0.054000000000000006;44.0;197.0;1.0008;3.22;0.55;9.0;good
1497;6.8;0.27;0.49;1.2;0.044000000000000004;35.0;126.0;0.99;3.13;0.48;12.1;excellent
4353;7.4;0.16;0.3;1.4;0.064;34.0;166.0;0.99136;3.11;0.42;11.433333333333302;good
102;6.0;0.21;0.24;12.1;0.05;55.0;164.0;0.997;3.34;0.39;9.4;good
325;7.5;0.27;0.31;5.8;0.057;131.0;313.0;0.9946;3.18;0.59;10.5;good
1931;7.1;0.49;0.22;2.0;0.047;146.5;307.5;0.9924;3.24;0.37;11.0;poor
1568;7.4;0.3;0.49;8.2;0.055;49.0;188.0;0.9974;3.52;0.58;9.7;good
3303;6.3;0.22;0.34;5.0;0.032;36.0;93.0;0.9901200000000001;3.27;0.36;13.5;excellent
450;7.2;0.6;0.2;9.9;0.07;21.0;174.0;0.9971;3.03;0.54;9.1;good
4334;7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.9980700000000001;2.94;0.41;8.8;excellent
3041;6.2;0.33;0.41;16.8;0.037000000000000005;58.0;173.0;0.99882;3.25;0.57;9.4;good
2456;8.1;0.33;0.36;7.4;0.037000000000000005;36.0;156.0;0.99592;3.19;0.54;10.6;good
4577;6.3;0.15;0.34;11.4;0.05;25.0;96.0;0.99754;3.21;0.49;10.0;good
4337;7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.9980700000000001;2.94;0.41;8.8;excellent
2967;6.6;0.23;0.3;14.9;0.051;33.0;118.0;0.99835;3.04;0.54;9.0;good
3048;7.1;0.17;0.43;1.3;0.023;33.0;132.0;0.99067;3.11;0.56;11.7;good
4148;6.2;0.2;0.25;15.0;0.055;8.0;120.0;0.9976700000000001;3.19;0.53;9.6;good
4709;5.9;0.21;0.31;1.8;0.033;45.0;142.0;0.9898399999999999;3.35;0.5;12.7;good
4372;7.1;0.23;0.23;3.5;0.038;23.0;112.0;0.9915700000000001;3.05;0.37;11.3666666666667;good
2808;7.0;0.27;0.48;6.1;0.042;60.0;184.0;0.99566;3.2;0.5;9.4;good
4825;6.0;0.34;0.29;6.1;0.046;29.0;134.0;0.9946200000000001;3.48;0.57;10.7;good
4765;5.2;0.3;0.34;1.5;0.038;18.0;96.0;0.9894200000000001;3.56;0.48;13.0;excellent
720;6.6;0.29;0.44;9.0;0.053;62.0;178.0;0.99685;3.02;0.45;8.9;good
4443;7.2;0.47;0.16;5.9;0.048;14.0;125.0;0.9942799999999999;3.09;0.49;9.8;good
953;8.2;0.23;0.37;1.3;0.042;39.0;117.0;0.9928;2.99;0.36;10.0;good
32;7.4;0.25;0.36;2.05;0.05;31.0;100.0;0.992;3.19;0.44;10.8;good
2947;5.1;0.29;0.28;8.3;0.026000000000000002;27.0;107.0;0.99308;3.36;0.37;11.0;good
2338;7.2;0.34;0.3;8.4;0.051;40.0;167.0;0.99756;3.48;0.62;9.7;good
1155;7.6;0.33;0.36;2.1;0.034;26.0;172.0;0.9944;3.42;0.48;10.5;poor
1525;7.2;0.27;0.74;12.5;0.037000000000000005;47.0;156.0;0.9981;3.04;0.44;8.7;good
4193;8.1;0.27;0.33;1.3;0.045;26.0;100.0;0.99066;2.98;0.44;12.4;good
793;5.9;0.24;0.3;2.0;0.033;28.0;92.0;0.99225;3.39;0.69;10.9;excellent
57;6.0;0.19;0.26;12.4;0.048;50.0;147.0;0.9972;3.3;0.36;8.9;good
2332;6.3;0.4;0.32;10.6;0.049;38.0;209.0;0.9981;3.47;0.59;9.3;good
458;6.0;0.37;0.32;1.0;0.053;31.0;218.5;0.9924;3.29;0.72;9.8;good
3764;5.4;0.46;0.15;2.1;0.026000000000000002;29.0;130.0;0.9895299999999999;3.39;0.77;13.4;excellent
339;6.6;0.18;0.35;1.5;0.049;49.0;141.0;0.9934;3.43;0.85;10.2;excellent
1265;6.9;0.31;0.34;7.4;0.059000000000000004;36.0;174.0;0.9963;3.46;0.62;11.1;excellent
1675;6.2;0.27;0.32;8.8;0.047;65.0;224.0;0.9961;3.17;0.47;8.9;good
2406;7.9;0.44;0.26;4.45;0.033;23.0;100.0;0.9911700000000001;3.17;0.52;12.7;good
1999;7.3;0.18;0.31;17.3;0.055;32.0;197.0;1.0002;3.13;0.46;9.0;good
137;7.1;0.37;0.67;10.5;0.045;49.0;155.0;0.9975;3.16;0.44;8.7;good
1753;7.4;0.23;0.25;1.4;0.049;43.0;141.0;0.9934;3.42;0.54;10.2;excellent
4498;6.8;0.2;0.25;6.2;0.052000000000000005;22.0;106.0;0.9935;3.09;0.54;10.8;good
2843;5.9;0.22;0.38;1.3;0.046;24.0;90.0;0.9923200000000001;3.2;0.47;10.0;good
4817;5.8;0.385;0.25;3.7;0.031;38.0;122.0;0.9912799999999999;3.2;0.63;11.2;good
2261;6.5;0.36;0.31;4.1;0.061;20.0;134.0;0.99475;3.18;0.45;9.0;good
2059;5.7;0.46;0.46;1.4;0.04;31.0;169.0;0.9932;3.13;0.47;8.8;good
1673;6.6;0.27;0.31;5.3;0.13699999999999998;35.0;163.0;0.9951;3.2;0.38;9.3;good
1737;6.9;0.16;0.3;9.6;0.057;50.0;185.0;0.9978;3.39;0.38;9.6;good
4812;5.1;0.26;0.33;1.1;0.027000000000000003;46.0;113.0;0.98946;3.35;0.43;11.4;excellent
4876;6.2;0.38;0.42;2.5;0.038;34.0;117.0;0.9913200000000001;3.36;0.59;11.6;excellent
1539;7.3;0.26;0.49;5.0;0.027999999999999997;32.0;107.0;0.9936;3.24;0.54;10.8;good
1927;7.1;0.25;0.28;1.6;0.052000000000000005;46.0;169.0;0.9926;3.05;0.41;10.5;good
1684;7.3;0.26;0.33;17.85;0.049;41.5;195.0;1.0;3.06;0.44;9.1;excellent
4392;6.2;0.25;0.44;15.8;0.057;39.0;167.0;0.9980399999999999;3.14;0.51;9.2;good
4664;6.1;0.16;0.34;6.1;0.034;31.0;114.0;0.99365;3.32;0.58;10.1333333333333;excellent
2471;5.6;0.35;0.4;6.3;0.022000000000000002;23.0;174.0;0.9922;3.54;0.5;11.6;excellent
2305;7.0;0.36;0.3;5.0;0.04;40.0;143.0;0.9917299999999999;3.33;0.42;12.2;excellent
4580;5.7;0.2;0.24;13.8;0.047;44.0;112.0;0.9983700000000001;2.97;0.66;8.8;good
2890;5.2;0.285;0.29;5.15;0.035;64.0;138.0;0.9895;3.19;0.34;12.4;excellent
3318;6.6;0.16;0.35;1.8;0.042;26.0;105.0;0.98962;3.19;0.75;12.4;excellent
630;7.0;0.23;0.42;18.05;0.05;35.0;144.0;0.9999;3.22;0.42;8.8;good
1182;7.4;0.22;0.33;2.0;0.045;31.0;101.0;0.9931;3.42;0.55;11.4;good
1205;8.9;0.33;0.32;1.5;0.047;11.0;200.0;0.9954;3.19;0.46;9.4;good
2987;6.8;0.18;0.28;9.8;0.039;29.0;113.0;0.99406;3.11;0.45;10.9;excellent
3486;6.9;0.28;0.33;1.2;0.039;16.0;98.0;0.9904;3.07;0.39;11.7;good
4747;5.6;0.26;0.5;11.4;0.028999999999999998;25.0;93.0;0.9942799999999999;3.23;0.49;10.5;good
4371;7.0;0.23;0.28;2.7;0.053;16.0;92.0;0.99372;3.18;0.56;9.3;good
2950;6.0;0.28;0.25;1.8;0.042;8.0;108.0;0.9929;3.08;0.55;9.0;good
1310;5.2;0.365;0.08;13.5;0.040999999999999995;37.0;142.0;0.997;3.46;0.39;9.9;good
278;6.8;0.32;0.34;1.2;0.044000000000000004;14.0;67.0;0.9919;3.05;0.47;10.6;poor
3152;7.6;0.25;1.23;4.6;0.035;51.0;294.0;0.99018;3.03;0.43;13.1;good
1370;7.6;0.28;0.39;1.9;0.052000000000000005;23.0;116.0;0.9941;3.25;0.4;10.4;good
817;6.6;0.56;0.22;8.9;0.034;27.0;133.0;0.99675;3.2;0.51;9.1;good
2095;8.4;0.28;0.4;8.9;0.048;33.0;146.0;0.9988;3.4;0.46;9.3;good
4700;6.8;0.3;0.33;12.8;0.040999999999999995;60.0;168.0;0.99659;3.1;0.56;9.8;good
694;7.6;0.29;0.58;17.5;0.040999999999999995;51.0;225.0;0.9997;3.16;0.66;9.5;good
2610;6.3;0.27;0.46;11.1;0.053;44.0;177.0;0.9969100000000001;3.18;0.67;9.4;good
212;7.0;0.16;0.32;8.3;0.045;38.0;126.0;0.9958;3.21;0.34;9.2;good
919;8.6;0.18;0.4;1.1;0.04;20.0;107.0;0.9923;2.94;0.32;10.2;excellent
371;7.7;0.29;0.48;2.3;0.049;36.0;178.0;0.9931;3.17;0.64;10.6;good
3372;5.6;0.15;0.26;5.55;0.051;51.0;139.0;0.99336;3.47;0.5;11.0;good
3132;6.3;0.17;0.32;4.2;0.04;37.0;117.0;0.99182;3.24;0.43;11.3;good
512;7.3;0.26;0.36;5.2;0.04;31.0;141.0;0.9931;3.16;0.59;11.0;good
4228;6.2;0.29;0.23;12.4;0.048;33.0;201.0;0.9961200000000001;3.11;0.56;9.9;good
4305;5.9;0.25;0.24;7.4;0.044000000000000004;21.0;113.0;0.9946200000000001;3.38;0.58;10.5;good
901;8.0;0.29;0.29;13.2;0.046;26.0;113.0;0.9983;3.25;0.37;9.7;good
1929;8.8;0.34;0.33;9.7;0.036000000000000004;46.0;172.0;0.9966;3.08;0.4;10.2;good
2018;7.0;0.2;0.34;2.1;0.049;12.0;136.0;0.9922;3.25;0.46;11.6;excellent
1627;8.9;0.32;0.49;1.6;0.05;17.0;131.0;0.9956;3.13;0.34;9.4;good
248;5.6;0.19;0.26;1.4;0.03;12.0;76.0;0.9905;3.25;0.37;10.9;excellent
679;5.7;0.32;0.38;4.75;0.033;23.0;94.0;0.991;3.42;0.42;11.8;excellent
2599;6.9;0.32;0.27;16.0;0.034;58.0;185.0;0.9993799999999999;3.34;0.6;9.0;good
1020;8.6;0.2;0.42;1.5;0.040999999999999995;35.0;125.0;0.9925;3.11;0.49;11.4;excellent
2704;6.6;0.26;0.38;6.5;0.17;68.0;201.0;0.9956;3.19;0.38;9.4;good
823;6.7;0.19;0.23;6.2;0.047;36.0;117.0;0.9945;3.34;0.43;9.6;good
4533;6.1;0.25;0.18;10.5;0.049;41.0;124.0;0.9963;3.14;0.35;10.5;good
2991;6.3;0.37;0.28;6.3;0.034;45.0;152.0;0.9921;3.29;0.46;11.6;excellent
4490;5.8;0.3;0.33;3.5;0.033;25.0;116.0;0.9905700000000001;3.2;0.44;11.7;good
4529;7.3;0.26;0.53;12.7;0.047;60.5;164.5;0.9984;3.06;0.45;9.1;good
2469;6.8;0.34;0.1;1.4;0.049;29.0;118.0;0.9936;3.21;0.41;9.5;good
2603;6.7;0.3;0.29;2.8;0.025;37.0;107.0;0.99159;3.31;0.63;11.3;excellent
1775;7.7;0.49;1.0;19.6;0.03;28.0;135.0;0.9973;3.24;0.4;12.0;good
3949;6.9;0.4;0.37;8.9;0.053;36.0;148.0;0.996;3.16;0.5;9.3;good
4245;7.6;0.35;0.47;13.3;0.037000000000000005;42.0;116.0;0.9982200000000001;3.04;0.5;9.2;good
4585;5.0;0.33;0.23;11.8;0.03;23.0;158.0;0.9932200000000001;3.41;0.64;11.8;good
1838;6.5;0.34;0.36;11.0;0.052000000000000005;53.0;247.0;0.9984;3.44;0.55;9.3;good
1047;7.0;0.31;0.52;1.7;0.028999999999999998;5.0;61.0;0.9918;3.07;0.43;10.4;good
2398;8.0;0.36;0.39;1.6;0.024;26.0;93.0;0.99116;3.15;0.49;11.9;good
2714;6.8;0.24;0.37;7.45;0.043;59.0;188.0;0.99579;3.2;0.5;9.4;good
624;6.0;0.36;0.06;1.4;0.066;27.0;128.0;0.9934;3.26;0.55;9.3;good
4572;5.6;0.22;0.32;1.2;0.024;29.0;97.0;0.9882299999999999;3.2;0.46;13.05;excellent
976;6.6;0.13;0.3;4.9;0.057999999999999996;47.0;131.0;0.9946;3.51;0.45;10.3;good
1145;6.8;0.32;0.18;7.5;0.040999999999999995;71.0;223.0;0.9959;3.14;0.41;8.9;good
3473;6.5;0.3;0.27;4.0;0.038;37.0;97.0;0.99026;3.2;0.6;12.6;excellent
3425;7.1;0.17;0.4;14.55;0.047;47.0;156.0;0.99945;3.34;0.78;9.1;good
1632;7.1;0.28;0.49;6.5;0.040999999999999995;28.0;111.0;0.9926;3.41;0.58;12.2;excellent
4863;6.2;0.36;0.32;4.0;0.036000000000000004;44.0;92.0;0.98936;3.2;0.5;13.3;excellent
4133;5.7;0.25;0.27;11.5;0.04;24.0;120.0;0.99411;3.33;0.31;10.8;good
4473;7.1;0.36;0.2;1.6;0.271;24.0;140.0;0.99356;3.11;0.63;9.8;good
4027;6.4;0.26;0.26;1.1;0.052000000000000005;22.0;176.0;0.9930399999999999;3.09;0.54;9.3;good
3988;6.1;0.2;0.17;1.6;0.048;46.0;129.0;0.991;3.3;0.43;11.4;good
4820;5.8;0.36;0.5;1.0;0.127;63.0;178.0;0.9921200000000001;3.1;0.45;9.7;good
2683;7.1;0.31;0.17;1.0;0.042;21.0;144.0;0.9930399999999999;3.13;0.4;9.6;good
906;8.3;0.27;0.45;1.3;0.048;8.0;72.0;0.9944;3.08;0.61;10.3;poor
4828;6.4;0.23;0.35;10.3;0.042;54.0;140.0;0.9967;3.23;0.47;9.2;good
4704;6.3;0.36;0.5;8.3;0.053;51.0;202.0;0.9955;3.2;0.51;9.6;good
2740;6.3;0.2;0.19;12.3;0.048;54.0;145.0;0.9966799999999999;3.16;0.42;9.3;good
4009;6.8;0.22;0.32;5.9;0.054000000000000006;40.0;152.0;0.9938;3.2;0.57;10.8;good
2285;7.4;0.33;0.26;15.6;0.049;67.0;210.0;0.9990700000000001;3.06;0.68;9.5;good
3471;6.8;0.19;0.4;9.85;0.055;41.0;103.0;0.9953200000000001;2.98;0.56;10.5;good
2408;7.5;0.705;0.1;13.0;0.044000000000000004;44.0;214.0;0.99741;3.1;0.5;9.1;good
439;6.2;0.35;0.04;1.2;0.06;23.0;108.0;0.9934;3.26;0.54;9.2;good
4068;7.1;0.44;0.27;8.4;0.057;60.0;160.0;0.9925700000000001;3.16;0.36;11.8;good
147;6.4;0.595;0.14;5.2;0.057999999999999996;15.0;97.0;0.9951;3.38;0.36;9.0;poor
1766;6.6;0.32;0.26;7.7;0.054000000000000006;56.0;209.0;0.9961;3.17;0.45;8.8;good
2023;6.3;0.21;0.28;1.5;0.051;46.0;142.0;0.9928;3.23;0.42;10.1;good
1584;6.4;0.25;0.74;7.8;0.045;52.0;209.0;0.9956;3.21;0.42;9.2;good
2690;6.9;0.3;0.25;3.3;0.040999999999999995;26.0;124.0;0.9942799999999999;3.18;0.5;9.3;good
4039;6.1;1.1;0.16;4.4;0.033;8.0;109.0;0.9905799999999999;3.35;0.47;12.4;poor
1267;8.0;0.22;0.42;14.6;0.044000000000000004;45.0;163.0;1.0003;3.21;0.69;8.6;excellent
504;7.8;0.18;0.31;12.2;0.053;46.0;140.0;0.998;3.06;0.53;8.9;good
3111;6.5;0.23;0.39;1.9;0.036000000000000004;41.0;98.0;0.99;3.19;0.43;11.9;excellent
40;6.7;0.23;0.39;2.5;0.172;63.0;158.0;0.9937;3.11;0.36;9.4;good
2680;8.0;0.17;0.29;2.4;0.028999999999999998;52.0;119.0;0.98944;3.03;0.33;12.9;good
4414;7.1;0.27;0.27;10.4;0.040999999999999995;26.0;114.0;0.99335;3.04;0.52;11.5;excellent
4622;6.5;0.5;0.22;4.1;0.036000000000000004;35.0;131.0;0.9902;3.26;0.55;13.0;excellent
3551;5.7;0.22;0.22;16.65;0.044000000000000004;39.0;110.0;0.99855;3.24;0.48;9.0;good
4666;6.4;0.31;0.53;8.8;0.057;36.0;221.0;0.9964200000000001;3.17;0.44;9.1;good
1253;7.3;0.25;0.41;1.8;0.037000000000000005;52.0;165.0;0.9911;3.29;0.39;12.2;excellent
3586;5.8;0.28;0.28;4.2;0.044000000000000004;52.0;158.0;0.992;3.35;0.44;10.7;excellent
4491;6.1;0.28;0.23;4.2;0.038;13.0;95.0;0.98898;2.97;0.7;13.1;good
182;6.8;0.28;0.4;22.0;0.048;48.0;167.0;1.001;2.93;0.5;8.7;good
2159;6.3;0.24;0.37;1.8;0.031;6.0;61.0;0.9897;3.3;0.34;12.2;poor
1819;6.8;0.33;0.28;1.2;0.032;38.0;131.0;0.9889;3.19;0.41;13.0;good
4229;6.3;0.26;0.25;5.2;0.046;11.0;133.0;0.9920200000000001;2.97;0.68;11.0;good
3612;6.8;0.16;0.18;1.8;0.046;31.0;114.0;0.99226;3.27;0.55;10.8;good
2598;7.8;0.28;0.31;2.1;0.046;28.0;208.0;0.99434;3.23;0.64;9.8;good
4067;6.9;0.38;0.28;8.3;0.062;22.0;166.0;0.9950600000000001;3.16;0.72;10.6;good
4018;6.4;0.18;0.48;18.0;0.054000000000000006;56.0;183.0;1.0003799999999998;2.98;0.61;8.5;good
475;7.0;0.24;0.51;11.0;0.028999999999999998;55.0;227.0;0.9965;3.03;0.61;9.5;good
294;9.1;0.59;0.38;1.6;0.066;34.0;182.0;0.9968;3.23;0.38;8.5;poor
514;7.8;0.28;0.32;9.0;0.036000000000000004;34.0;115.0;0.9952;3.17;0.39;10.3;excellent
2906;6.6;0.26;0.46;6.9;0.047;59.0;183.0;0.9959399999999999;3.2;0.45;9.3;good
318;5.9;0.3;0.47;7.85;0.03;19.0;133.0;0.9933;3.52;0.43;11.5;excellent
1415;5.9;0.415;0.02;0.8;0.038;22.0;63.0;0.9932;3.36;0.36;9.3;good
2575;6.7;0.17;0.42;10.4;0.038;85.0;182.0;0.9962799999999999;3.04;0.44;8.9;good
4798;5.9;0.32;0.19;14.5;0.042;37.0;115.0;0.99684;3.16;0.43;10.3;good
2363;6.7;0.24;0.26;12.6;0.053;44.0;182.0;0.99802;3.42;0.42;9.7;good
4132;7.4;0.31;0.26;8.6;0.048;47.0;206.0;0.9964;3.26;0.36;9.1;good
3918;6.4;0.35;0.28;1.6;0.037000000000000005;31.0;113.0;0.98779;3.12;0.4;14.2;excellent
2439;7.3;0.27;0.37;9.7;0.042;36.0;130.0;0.9979;3.48;0.75;9.9;good
2370;6.3;0.1;0.24;6.0;0.039;25.0;107.0;0.99511;3.59;0.49;10.5;excellent
1748;8.0;0.27;0.24;1.2;0.044000000000000004;20.0;102.0;0.9929;3.28;0.42;10.9;good
4201;6.7;0.41;0.27;2.6;0.033;25.0;85.0;0.9908600000000001;3.05;0.34;11.7;good
4813;5.8;0.36;0.5;1.0;0.127;63.0;178.0;0.9921200000000001;3.1;0.45;9.7;good
4091;6.4;0.14;0.28;7.9;0.057;21.0;82.0;0.99425;3.26;0.36;10.0;good
895;5.6;0.19;0.39;1.1;0.043;17.0;67.0;0.9918;3.23;0.53;10.3;good
2053;8.6;0.485;0.29;4.1;0.026000000000000002;19.0;101.0;0.9918;3.01;0.38;12.4;good
3072;7.5;0.25;0.47;4.1;0.040999999999999995;95.0;163.0;0.9918399999999999;2.92;0.59;11.3;good
2848;6.6;0.31;0.07;1.5;0.033;55.0;144.0;0.99208;3.16;0.42;10.0;good
90;7.2;0.39;0.63;11.0;0.044000000000000004;55.0;156.0;0.9974;3.09;0.44;8.7;good
592;6.9;0.41;0.33;10.1;0.043;28.0;152.0;0.9968;3.2;0.52;9.4;good
4638;6.5;0.51;0.25;1.7;0.048;39.0;177.0;0.9921200000000001;3.28;0.57;10.6;good
2227;7.7;0.27;0.61;12.0;0.046;64.0;179.0;0.9982;3.07;0.46;8.9;good
4050;7.4;0.16;0.27;15.5;0.05;25.0;135.0;0.9984;2.9;0.43;8.7;excellent
2711;5.6;0.2;0.22;1.3;0.049;25.0;155.0;0.9929600000000001;3.74;0.43;10.0;good
498;5.7;0.335;0.34;1.0;0.04;13.0;174.0;0.992;3.27;0.66;10.0;good
2619;6.6;0.35;0.35;6.0;0.063;31.0;150.0;0.9953700000000001;3.1;0.47;9.4;good
2180;8.0;0.36;0.43;10.1;0.053;29.0;146.0;0.9982;3.4;0.46;9.5;good
941;6.3;0.27;0.46;11.75;0.037000000000000005;61.0;212.0;0.9971;3.25;0.53;9.5;good
2632;6.8;0.44;0.2;16.0;0.065;61.0;186.0;0.99884;3.13;0.45;8.6;good
1028;7.0;0.24;0.35;1.5;0.052000000000000005;51.0;128.0;0.9941;3.41;0.59;10.4;excellent
3090;6.6;0.17;0.35;2.6;0.03;33.0;78.0;0.99146;3.22;0.72;11.3;good
1007;5.1;0.52;0.06;2.7;0.052000000000000005;30.0;79.0;0.9932;3.32;0.43;9.3;good
2107;8.1;0.24;0.33;10.2;0.048;46.0;141.0;0.9972;3.16;0.48;10.3;good
513;7.4;0.36;0.33;1.4;0.025;27.0;55.0;0.9915;3.21;0.33;11.2;good
4554;6.0;0.23;0.34;1.3;0.025;23.0;111.0;0.98961;3.36;0.37;12.7;good
1564;9.1;0.28;0.49;2.0;0.059000000000000004;10.0;112.0;0.9958;3.15;0.46;10.1;good
2805;7.3;0.2;0.26;1.6;0.04;36.0;123.0;0.9923799999999999;3.34;0.44;10.8;good
4118;6.5;0.43;0.31;3.6;0.046;19.0;143.0;0.9902200000000001;3.15;0.34;12.0;excellent
4168;6.0;0.19;0.26;1.4;0.039;30.0;104.0;0.98998;3.32;0.41;12.4;good
1535;8.5;0.15;0.49;1.5;0.031;17.0;122.0;0.9932;3.03;0.4;10.3;good
2416;7.0;0.16;0.26;6.85;0.047;30.0;220.0;0.9962200000000001;3.38;0.58;10.1;good
1916;6.6;0.25;0.36;8.1;0.045;54.0;180.0;0.9958;3.08;0.42;9.2;good
977;6.5;0.14;0.33;7.6;0.05;53.0;189.0;0.9966;3.25;0.49;8.6;good
2333;6.8;0.37;0.28;1.9;0.024;64.0;106.0;0.98993;3.45;0.6;12.6;excellent
