;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
206;12.8;0.3;0.74;2.6;0.095;9.0;28.0;0.9994;3.2;0.77;10.8;excellent
1241;9.8;0.37;0.39;2.5;0.079;28.0;65.0;0.99729;3.16;0.59;9.8;good
259;10.0;0.31;0.47;2.6;0.085;14.0;33.0;0.99965;3.36;0.8;10.5;excellent
455;11.3;0.62;0.67;5.2;0.086;6.0;19.0;0.9988;3.22;0.69;13.4;excellent
1519;6.6;0.7;0.08;2.6;0.106;14.0;27.0;0.99665;3.44;0.58;10.2;good
594;7.9;0.72;0.17;2.6;0.096;20.0;38.0;0.9978;3.4;0.53;9.5;good
153;7.5;0.6;0.03;1.8;0.095;25.0;99.0;0.995;3.35;0.54;10.1;good
383;8.3;0.26;0.42;2.0;0.08;11.0;27.0;0.9974;3.21;0.8;9.4;good
1345;8.2;0.44;0.24;2.3;0.063;10.0;28.0;0.99613;3.25;0.53;10.2;good
147;7.6;0.49;0.26;1.6;0.23600000000000002;10.0;88.0;0.9968;3.11;0.8;9.3;good
358;11.9;0.43;0.66;3.1;0.109;10.0;23.0;1.0;3.15;0.85;10.4;excellent
1557;6.6;0.855;0.02;2.4;0.062;15.0;23.0;0.9962700000000001;3.54;0.6;11.0;good
1020;11.3;0.36;0.66;2.4;0.12300000000000001;3.0;8.0;0.9964200000000001;3.2;0.53;11.9;good
1482;7.2;0.58;0.54;2.1;0.114;3.0;9.0;0.9971899999999999;3.33;0.57;10.3;poor
1492;6.2;0.65;0.06;1.6;0.05;6.0;18.0;0.9934799999999999;3.57;0.54;11.95;good
1212;6.8;0.65;0.02;2.1;0.078;8.0;15.0;0.99498;3.35;0.62;10.4;good
203;7.0;0.42;0.35;1.6;0.08800000000000001;16.0;39.0;0.9961;3.34;0.55;9.2;good
1355;6.1;0.32;0.25;1.8;0.086;5.0;32.0;0.99464;3.36;0.44;10.1;good
886;9.0;0.8;0.12;2.4;0.083;8.0;28.0;0.99836;3.33;0.65;10.4;good
339;12.5;0.28;0.54;2.3;0.08199999999999999;12.0;29.0;0.9997;3.11;1.36;9.8;excellent
1309;7.0;0.62;0.1;1.4;0.071;27.0;63.0;0.996;3.28;0.61;9.2;good
1167;8.2;0.33;0.39;2.5;0.07400000000000001;29.0;48.0;0.9952799999999999;3.32;0.88;12.4;excellent
43;8.1;0.66;0.22;2.2;0.069;9.0;23.0;0.9968;3.3;1.2;10.3;good
451;8.4;0.37;0.53;1.8;0.413;9.0;26.0;0.9979;3.06;1.06;9.1;good
1594;6.2;0.6;0.08;2.0;0.09;32.0;44.0;0.9949;3.45;0.58;10.5;good
959;8.0;0.59;0.05;2.0;0.08900000000000001;12.0;32.0;0.99735;3.36;0.61;10.0;good
223;8.6;0.645;0.25;2.0;0.083;8.0;28.0;0.99815;3.28;0.6;10.0;good
637;9.5;0.885;0.27;2.3;0.084;31.0;145.0;0.9978;3.24;0.53;9.4;good
1327;6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.39;0.6;10.6;good
1470;10.0;0.69;0.11;1.4;0.084;8.0;24.0;0.9957799999999999;2.88;0.47;9.7;good
123;8.0;0.71;0.0;2.6;0.08;11.0;34.0;0.9976;3.44;0.53;9.5;good
297;7.1;0.63;0.06;2.0;0.083;8.0;29.0;0.99855;3.67;0.73;9.6;good
1135;8.0;0.25;0.43;1.7;0.067;22.0;50.0;0.9946;3.38;0.6;11.9;good
888;6.8;0.57;0.0;2.5;0.07200000000000001;32.0;64.0;0.9949100000000001;3.43;0.56;11.2;good
555;15.5;0.645;0.49;4.2;0.095;10.0;23.0;1.00315;2.92;0.74;11.1;good
907;6.1;0.56;0.0;2.2;0.079;6.0;9.0;0.9948;3.59;0.54;11.5;good
317;9.6;0.77;0.12;2.9;0.08199999999999999;30.0;74.0;0.99865;3.3;0.64;10.4;good
1059;8.9;0.48;0.53;4.0;0.10099999999999999;3.0;10.0;0.9958600000000001;3.21;0.59;12.1;excellent
509;13.3;0.29;0.75;2.8;0.084;23.0;43.0;0.9986;3.04;0.68;11.4;excellent
67;6.6;0.705;0.07;1.6;0.076;6.0;15.0;0.9962;3.44;0.58;10.7;good
235;7.2;0.63;0.0;1.9;0.09699999999999999;14.0;38.0;0.99675;3.37;0.58;9.0;good
1360;9.2;0.54;0.31;2.3;0.11199999999999999;11.0;38.0;0.9969899999999999;3.24;0.56;10.9;good
1070;9.3;0.33;0.45;1.5;0.057;19.0;37.0;0.99498;3.18;0.89;11.1;excellent
547;10.6;0.31;0.49;2.5;0.067;6.0;21.0;0.9987;3.26;0.86;10.7;good
589;10.2;0.29;0.49;2.6;0.059000000000000004;5.0;13.0;0.9976;3.05;0.74;10.5;excellent
99;8.1;0.545;0.18;1.9;0.08;13.0;35.0;0.9972;3.3;0.59;9.0;good
18;7.4;0.59;0.08;4.4;0.086;6.0;29.0;0.9974;3.38;0.5;9.0;poor
950;8.9;0.12;0.45;1.8;0.075;10.0;21.0;0.9955200000000001;3.41;0.76;11.9;excellent
525;10.4;0.64;0.24;2.8;0.105;29.0;53.0;0.9998;3.24;0.67;9.9;good
483;10.6;0.36;0.6;2.2;0.152;7.0;18.0;0.9986;3.04;1.06;9.4;good
1077;8.6;0.37;0.65;6.4;0.08;3.0;8.0;0.9981700000000001;3.27;0.58;11.0;good
465;10.0;0.29;0.4;2.9;0.098;10.0;26.0;1.0006;3.48;0.91;9.7;good
524;9.2;0.43;0.49;2.4;0.086;23.0;116.0;0.9976;3.23;0.64;9.5;good
1404;8.0;0.5;0.39;2.6;0.08199999999999999;12.0;46.0;0.9985;3.43;0.62;10.7;good
1382;8.0;0.6;0.22;2.1;0.08;25.0;105.0;0.99613;3.3;0.49;9.9;good
1356;6.1;0.34;0.25;1.8;0.084;4.0;28.0;0.99464;3.36;0.44;10.1;good
1017;8.0;0.18;0.37;0.9;0.049;36.0;109.0;0.9900700000000001;2.89;0.44;12.7;good
1430;7.4;0.41;0.24;1.8;0.066;18.0;47.0;0.9956;3.37;0.62;10.4;good
1113;8.9;0.24;0.39;1.6;0.07400000000000001;3.0;10.0;0.99698;3.12;0.59;9.5;good
856;9.3;0.36;0.39;1.5;0.08;41.0;55.0;0.9965200000000001;3.47;0.73;10.9;good
814;12.6;0.41;0.54;2.8;0.10300000000000001;19.0;41.0;0.99939;3.21;0.76;11.3;good
256;9.4;0.34;0.37;2.2;0.075;5.0;13.0;0.998;3.22;0.62;9.2;good
1536;6.1;0.53;0.08;1.9;0.077;24.0;45.0;0.9952799999999999;3.6;0.68;10.3;good
372;9.1;0.28;0.48;1.8;0.067;26.0;46.0;0.9967;3.32;1.04;10.6;good
957;9.5;0.37;0.52;2.0;0.08800000000000001;12.0;51.0;0.99613;3.29;0.58;11.1;good
569;6.2;0.36;0.24;2.2;0.095;19.0;42.0;0.9946;3.57;0.57;11.7;good
1123;10.7;0.4;0.37;1.9;0.081;17.0;29.0;0.99674;3.12;0.65;11.2;good
495;10.7;0.35;0.53;2.6;0.07;5.0;16.0;0.9972;3.15;0.65;11.0;excellent
1543;11.1;0.44;0.42;2.2;0.064;14.0;19.0;0.9975799999999999;3.25;0.57;10.4;good
1140;7.3;0.4;0.3;1.7;0.08;33.0;79.0;0.9969;3.41;0.65;9.5;good
29;7.8;0.645;0.0;2.0;0.08199999999999999;8.0;16.0;0.9964;3.38;0.59;9.8;good
1085;6.8;0.48;0.08;1.8;0.07400000000000001;40.0;64.0;0.99529;3.12;0.49;9.6;good
13;7.8;0.61;0.29;1.6;0.114;9.0;29.0;0.9974;3.26;1.56;9.1;good
367;10.4;0.575;0.61;2.6;0.076;11.0;24.0;1.0;3.16;0.69;9.0;good
293;6.9;0.36;0.25;2.4;0.098;5.0;16.0;0.9964;3.41;0.6;10.1;good
1137;10.4;0.52;0.45;2.0;0.08;6.0;13.0;0.99774;3.22;0.76;11.4;good
307;10.3;0.41;0.42;2.4;0.213;6.0;14.0;0.9994;3.19;0.62;9.5;good
1306;9.7;0.69;0.32;2.5;0.08800000000000001;22.0;91.0;0.9979;3.29;0.62;10.1;good
65;7.2;0.725;0.05;4.65;0.086;4.0;11.0;0.9962;3.41;0.39;10.9;good
217;8.1;0.725;0.22;2.2;0.07200000000000001;11.0;41.0;0.9967;3.36;0.55;9.1;good
1463;6.9;0.63;0.01;2.4;0.076;14.0;39.0;0.9952200000000001;3.34;0.53;10.8;good
1323;9.1;0.36;0.39;1.8;0.06;21.0;55.0;0.99495;3.18;0.82;11.0;excellent
1253;7.9;0.66;0.0;1.4;0.096;6.0;13.0;0.99569;3.43;0.58;9.5;good
1348;7.2;0.655;0.03;1.8;0.078;7.0;12.0;0.99587;3.34;0.39;9.5;good
1170;9.2;0.36;0.34;1.6;0.062;5.0;12.0;0.9966700000000001;3.2;0.67;10.5;good
1551;7.1;0.67;0.0;2.3;0.083;18.0;27.0;0.9976799999999999;3.44;0.54;9.4;good
1015;10.5;0.39;0.46;2.2;0.075;14.0;27.0;0.99598;3.06;0.84;11.4;good
127;8.1;1.33;0.0;1.8;0.08199999999999999;3.0;12.0;0.9964;3.54;0.48;10.9;good
1550;7.1;0.68;0.0;2.3;0.087;17.0;26.0;0.9978299999999999;3.45;0.53;9.5;good
84;6.3;0.3;0.48;1.8;0.069;18.0;61.0;0.9959;3.44;0.78;10.3;good
824;7.1;0.48;0.28;2.8;0.068;6.0;16.0;0.99682;3.24;0.53;10.3;good
869;7.6;0.63;0.03;2.0;0.08;27.0;43.0;0.9957799999999999;3.44;0.64;10.9;good
336;8.9;0.43;0.45;1.9;0.052000000000000005;6.0;16.0;0.9948;3.35;0.7;12.5;good
1546;7.0;0.57;0.02;2.0;0.07200000000000001;17.0;26.0;0.99575;3.36;0.61;10.2;good
782;9.0;0.82;0.05;2.4;0.081;26.0;96.0;0.9981399999999999;3.36;0.53;10.0;good
1153;9.6;0.42;0.35;2.1;0.083;17.0;38.0;0.9962200000000001;3.23;0.66;11.1;good
1304;7.6;0.79;0.21;2.3;0.087;21.0;68.0;0.9955;3.12;0.44;9.2;good
1458;8.4;0.29;0.4;1.7;0.067;8.0;20.0;0.99603;3.39;0.6;10.5;good
1525;6.7;0.48;0.08;2.1;0.064;18.0;34.0;0.9955200000000001;3.33;0.64;9.7;good
352;7.7;0.665;0.0;2.4;0.09;8.0;19.0;0.9974;3.27;0.73;9.3;good
912;10.0;0.46;0.44;2.9;0.065;4.0;8.0;0.99674;3.33;0.62;12.2;good
430;10.5;0.24;0.47;2.1;0.066;6.0;24.0;0.9978;3.15;0.9;11.0;excellent
719;7.1;0.66;0.0;3.9;0.086;17.0;45.0;0.9976;3.46;0.54;9.5;good
1491;5.6;0.54;0.04;1.7;0.049;5.0;13.0;0.9942;3.72;0.58;11.4;good
1328;6.5;0.52;0.11;1.8;0.073;13.0;38.0;0.9955;3.34;0.52;9.3;good
1579;6.2;0.56;0.09;1.7;0.053;24.0;32.0;0.9940200000000001;3.54;0.6;11.3;good
851;9.3;0.43;0.44;1.9;0.085;9.0;22.0;0.99708;3.28;0.55;9.5;good
408;10.4;0.34;0.58;3.7;0.174;6.0;16.0;0.997;3.19;0.7;11.3;good
519;7.3;0.365;0.49;2.5;0.08800000000000001;39.0;106.0;0.9966;3.36;0.78;11.0;good
1088;11.6;0.41;0.54;1.5;0.095;22.0;41.0;0.99735;3.02;0.76;9.9;excellent
1261;6.3;1.02;0.0;2.0;0.083;17.0;24.0;0.9943700000000001;3.59;0.55;11.2;poor
212;11.6;0.44;0.64;2.1;0.059000000000000004;5.0;15.0;0.998;3.21;0.67;10.2;good
947;8.3;0.28;0.48;2.1;0.09300000000000001;6.0;12.0;0.99408;3.26;0.62;12.4;excellent
1541;7.4;0.25;0.29;2.2;0.054000000000000006;19.0;49.0;0.99666;3.4;0.76;10.9;excellent
361;8.6;0.45;0.31;2.6;0.086;21.0;50.0;0.9982;3.37;0.91;9.9;good
903;6.8;0.59;0.06;6.0;0.06;11.0;18.0;0.9962;3.41;0.59;10.8;excellent
733;7.0;0.45;0.34;2.7;0.08199999999999999;16.0;72.0;0.998;3.55;0.6;9.5;good
1326;6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.39;0.6;10.6;good
723;7.1;0.31;0.3;2.2;0.053;36.0;127.0;0.9965;2.94;1.62;9.5;good
584;11.8;0.33;0.49;3.4;0.09300000000000001;54.0;80.0;1.0002;3.3;0.76;10.7;excellent
799;9.4;0.5;0.34;3.6;0.08199999999999999;5.0;14.0;0.9987;3.29;0.52;10.7;good
893;7.2;0.66;0.03;2.3;0.078;16.0;86.0;0.9974299999999999;3.53;0.57;9.7;good
1112;7.9;0.33;0.41;1.5;0.055999999999999994;6.0;35.0;0.9939600000000001;3.29;0.71;11.0;good
941;9.9;0.27;0.49;5.0;0.08199999999999999;9.0;17.0;0.99484;3.19;0.52;12.5;excellent
1526;6.8;0.47;0.08;2.2;0.064;18.0;38.0;0.9955299999999999;3.3;0.65;9.6;good
221;7.4;0.53;0.26;2.0;0.10099999999999999;16.0;72.0;0.9957;3.15;0.57;9.4;good
411;9.1;0.45;0.35;2.4;0.08;23.0;78.0;0.9987;3.38;0.62;9.5;good
1016;8.9;0.38;0.4;2.2;0.068;12.0;28.0;0.9948600000000001;3.27;0.75;12.6;excellent
816;9.8;0.51;0.19;3.2;0.081;8.0;30.0;0.9984;3.23;0.58;10.5;good
1060;11.6;0.23;0.57;1.8;0.07400000000000001;3.0;8.0;0.9981;3.14;0.7;9.9;good
468;11.4;0.36;0.69;2.1;0.09;6.0;21.0;1.0;3.17;0.62;9.2;good
