;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
3424;6.4;0.32;0.27;4.9;0.034;18.0;122.0;0.9916;3.36;0.71;12.5;good
1359;6.5;0.19;0.32;1.4;0.04;31.0;132.0;0.9922;3.36;0.54;10.8;excellent
4488;6.7;0.48;0.49;2.9;0.03;28.0;122.0;0.98926;3.13;0.4;13.0;good
3678;7.2;0.23;0.25;18.8;0.085;19.0;111.0;1.00044;3.1;0.51;8.7;good
857;8.2;0.4;0.48;13.7;0.042;59.0;169.0;0.9986;3.1;0.52;9.4;good
3187;6.7;0.18;0.37;1.3;0.027000000000000003;42.0;125.0;0.98939;3.24;0.37;12.8;excellent
350;6.3;0.12;0.36;2.1;0.044000000000000004;47.0;146.0;0.9914;3.27;0.74;11.4;excellent
2120;6.8;0.25;0.27;10.7;0.076;47.0;154.0;0.9967;3.05;0.38;9.0;good
440;6.7;0.22;0.37;1.6;0.027999999999999997;24.0;102.0;0.9913;3.29;0.59;11.6;excellent
4575;6.1;0.35;0.24;2.3;0.034;25.0;133.0;0.9906;3.34;0.59;12.0;excellent
2609;7.1;0.2;0.3;0.9;0.019;4.0;28.0;0.98931;3.2;0.36;12.0;good
1730;9.2;0.23;0.3;1.1;0.031;40.0;99.0;0.9929;2.94;0.3;10.4;good
4060;6.4;0.41;0.01;6.1;0.048;20.0;70.0;0.9936200000000001;3.19;0.42;10.0;good
3774;6.7;0.42;0.39;12.1;0.04;61.0;248.0;0.9979399999999999;3.31;0.58;9.7;good
772;6.6;0.21;0.6;1.1;0.135;61.0;144.0;0.9927;3.12;0.39;9.3;excellent
1861;7.8;0.2;0.28;10.2;0.054000000000000006;78.0;186.0;0.997;3.14;0.46;10.0;good
3276;6.6;0.23;0.3;4.6;0.06;29.0;154.0;0.9914200000000001;3.23;0.49;12.2;excellent
4524;6.6;0.16;0.25;9.8;0.049;59.5;137.0;0.995;3.16;0.38;10.0;good
4571;5.7;0.22;0.28;1.3;0.027000000000000003;26.0;101.0;0.9894799999999999;3.35;0.38;12.5;excellent
4726;6.3;0.48;0.48;1.8;0.035;35.0;96.0;0.99121;3.49;0.74;12.2;good
3363;6.0;0.22;0.28;1.1;0.034;47.0;90.0;0.98862;3.22;0.38;12.6;good
1995;8.4;0.2;0.38;11.8;0.055;51.0;170.0;1.0004;3.34;0.82;8.9;good
3348;7.2;0.27;0.28;15.2;0.046;6.0;41.0;0.99665;3.17;0.39;10.9;good
1495;7.6;0.29;0.49;9.6;0.03;45.0;197.0;0.9938;3.13;0.38;12.3;excellent
3817;6.3;0.4;0.24;5.1;0.036000000000000004;43.0;131.0;0.9918600000000001;3.24;0.44;11.3;good
2236;7.1;0.28;0.19;7.8;0.04;48.0;184.0;0.99579;3.16;0.5;9.4;good
3512;6.3;0.21;0.31;1.2;0.043;30.0;117.0;0.9915799999999999;3.49;0.68;11.0;good
4754;6.4;0.19;0.35;10.2;0.043;40.0;106.0;0.9963200000000001;3.16;0.5;9.7;good
1933;7.2;0.47;0.65;8.3;0.083;27.0;182.0;0.9964;3.0;0.35;9.2;good
436;6.1;0.28;0.32;2.5;0.042;23.0;218.5;0.9935;3.27;0.6;9.8;good
917;7.7;0.3;0.32;1.6;0.037000000000000005;23.0;124.0;0.9919;2.93;0.33;11.0;good
3145;6.2;0.23;0.36;17.2;0.039;37.0;130.0;0.99946;3.23;0.43;8.8;good
4483;5.8;0.28;0.18;1.2;0.057999999999999996;7.0;108.0;0.9928799999999999;3.23;0.58;9.55;poor
3574;8.1;0.17;0.21;1.6;0.036000000000000004;24.0;119.0;0.9939600000000001;3.18;0.52;10.1;good
1949;6.7;0.31;0.44;6.7;0.054000000000000006;29.0;160.0;0.9952;3.04;0.44;9.6;good
542;5.5;0.35;0.35;1.1;0.045;14.0;167.0;0.992;3.34;0.68;9.9;good
4163;7.2;0.26;0.38;1.5;0.061;12.0;120.0;0.99192;3.18;0.46;10.4;good
993;7.0;0.24;0.18;1.3;0.046;9.0;62.0;0.9940000000000001;3.38;0.47;10.1;poor
1346;7.0;0.46;0.39;6.2;0.039;46.0;163.0;0.9928;3.21;0.35;12.2;excellent
3381;6.9;0.19;0.35;6.9;0.045;51.0;125.0;0.9933;3.1;0.44;10.7;excellent
4293;7.2;0.21;0.36;15.7;0.045;68.0;183.0;0.9992200000000001;3.25;0.76;9.4;good
3475;6.2;0.36;0.45;10.4;0.06;22.0;184.0;0.99711;3.31;0.56;9.8;good
2997;6.9;0.25;0.33;1.2;0.035;35.0;158.0;0.99082;3.02;0.58;11.3;good
1106;5.2;0.24;0.45;3.8;0.027000000000000003;21.0;128.0;0.992;3.55;0.49;11.2;excellent
4299;6.3;0.28;0.3;6.6;0.20800000000000002;60.0;154.0;0.9947799999999999;3.1;0.4;9.4;good
110;6.5;0.17;0.54;8.5;0.08199999999999999;64.0;163.0;0.9959;2.89;0.39;8.8;good
2749;7.3;0.26;0.33;11.8;0.057;48.0;127.0;0.9969299999999999;3.1;0.55;10.0;good
1236;6.8;0.32;0.37;3.4;0.023;19.0;87.0;0.9902;3.14;0.53;12.7;good
3257;7.4;0.19;0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;good
1022;6.8;0.19;0.32;7.05;0.019;54.0;188.0;0.9935;3.25;0.37;11.1;excellent
3694;7.2;0.23;0.25;18.8;0.085;19.0;111.0;1.00044;3.1;0.51;8.7;good
2223;6.9;0.23;0.33;12.8;0.055999999999999994;44.0;169.0;0.998;3.42;0.42;9.8;good
3442;5.9;0.27;0.27;5.0;0.035;14.0;97.0;0.9905799999999999;3.1;0.33;11.8;excellent
1302;7.4;0.19;0.42;6.4;0.067;39.0;212.0;0.9958;3.3;0.33;9.6;good
3210;5.8;0.33;0.23;5.0;0.053;29.0;106.0;0.9945799999999999;3.13;0.52;9.0;good
1094;7.4;0.24;0.31;8.4;0.045;52.0;183.0;0.9963;3.09;0.32;8.8;good
1132;6.8;0.39;0.31;14.35;0.043;28.0;162.0;0.9988;3.17;0.54;9.1;good
4631;6.6;0.21;0.39;2.3;0.040999999999999995;31.0;102.0;0.99221;3.22;0.58;10.9;excellent
3368;6.6;0.18;0.28;1.7;0.040999999999999995;53.0;161.0;0.9920700000000001;3.13;0.45;10.2;good
989;7.7;0.28;0.39;8.9;0.036000000000000004;8.0;117.0;0.9935;3.06;0.38;12.0;excellent
1031;6.2;0.34;0.29;7.6;0.047;45.0;232.0;0.9955;3.35;0.62;10.0;good
2636;7.2;0.24;0.27;11.4;0.034;40.0;174.0;0.9977299999999999;3.2;0.44;9.0;good
3248;6.4;0.25;0.37;4.5;0.039;41.0;147.0;0.9921;3.18;0.4;11.1;excellent
3931;6.2;0.3;0.28;1.6;0.036000000000000004;28.0;106.0;0.988245;3.14;0.41;13.3;good
18;7.4;0.34;0.42;1.1;0.033;17.0;171.0;0.9917;3.12;0.53;11.3;good
985;6.0;0.41;0.21;1.9;0.05;29.0;122.0;0.9928;3.42;0.52;10.5;good
809;6.2;0.3;0.26;13.4;0.046;57.0;206.0;0.99775;3.17;0.43;9.5;good
4188;5.3;0.33;0.3;1.2;0.048;25.0;119.0;0.99045;3.32;0.62;11.3;good
3798;7.9;0.21;0.39;2.0;0.057;21.0;138.0;0.9917600000000001;3.05;0.52;10.9;good
1719;5.8;0.23;0.27;1.8;0.043;24.0;69.0;0.9933;3.38;0.31;9.4;good
3587;6.8;0.19;0.71;17.5;0.042;21.0;114.0;0.99784;2.85;0.5;9.5;good
2940;7.1;0.29;0.34;7.8;0.036000000000000004;49.0;128.0;0.99397;3.21;0.4;10.7;good
4160;7.4;0.16;0.3;13.7;0.055999999999999994;33.0;168.0;0.99825;2.9;0.44;8.7;excellent
4253;5.3;0.47;0.1;1.3;0.036000000000000004;11.0;74.0;0.99082;3.48;0.54;11.2;poor
4114;7.5;0.21;0.29;1.5;0.046;35.0;107.0;0.9912299999999999;3.15;0.45;11.3;good
2758;5.8;0.13;0.26;5.1;0.039;19.0;103.0;0.9947799999999999;3.36;0.47;9.3;good
4495;6.8;0.23;0.39;16.1;0.053;71.0;194.0;0.9988;3.18;0.64;10.2;good
850;6.9;0.19;0.35;1.7;0.036000000000000004;33.0;101.0;0.99315;3.21;0.54;10.8;excellent
2792;6.8;0.26;0.44;8.2;0.046;52.0;183.0;0.99584;3.2;0.51;9.4;good
4485;6.7;0.31;0.33;2.0;0.033;12.0;74.0;0.99064;3.29;0.65;12.5;good
2051;6.8;0.21;0.27;18.15;0.042;41.0;146.0;1.0001;3.3;0.36;8.7;good
3794;5.5;0.24;0.45;1.7;0.046;22.0;113.0;0.99224;3.22;0.48;10.0;good
922;7.7;0.32;0.62;10.6;0.036000000000000004;56.0;153.0;0.9978;3.13;0.44;8.9;good
499;7.2;0.4;0.62;10.8;0.040999999999999995;70.0;189.0;0.9976;3.08;0.49;8.6;poor
157;6.1;0.32;0.24;1.5;0.036000000000000004;38.0;124.0;0.9898;3.29;0.42;12.4;excellent
3227;6.8;0.27;0.37;8.2;0.055;52.0;192.0;0.9958600000000001;3.11;0.52;9.5;good
312;7.8;0.25;0.41;3.7;0.042;37.0;149.0;0.9954;3.36;0.45;10.0;good
342;6.4;0.26;0.42;9.7;0.044000000000000004;30.0;140.0;0.9962;3.18;0.47;9.1;good
3720;6.3;0.34;0.27;2.5;0.024;40.0;152.0;0.99095;3.35;0.6;11.9;excellent
4287;7.6;0.28;0.17;1.6;0.046;28.0;117.0;0.9928799999999999;3.08;0.43;10.0;good
4612;5.8;0.34;0.21;7.2;0.040999999999999995;48.0;146.0;0.99441;3.16;0.49;9.8;good
3189;6.6;0.19;0.33;1.8;0.035;42.0;148.0;0.9919600000000001;3.15;0.36;10.2;good
353;7.3;0.33;0.4;6.85;0.038;32.0;138.0;0.992;3.03;0.3;11.9;excellent
1612;7.8;0.26;0.49;3.2;0.027000000000000003;28.0;87.0;0.9919;3.03;0.32;11.3;excellent
2816;7.2;0.17;0.41;1.6;0.052000000000000005;24.0;126.0;0.9922799999999999;3.19;0.49;10.8;good
1760;6.4;0.28;0.19;5.4;0.042;67.0;181.0;0.99435;3.31;0.35;10.2;good
3783;6.4;0.27;0.45;8.3;0.05;52.0;196.0;0.9955;3.18;0.48;9.5;good
2128;5.9;0.5;0.05;2.6;0.054000000000000006;36.0;146.0;0.9948;3.43;0.5;9.2;good
3336;6.9;0.38;0.29;13.65;0.048;52.0;189.0;0.99784;3.0;0.6;9.5;good
4325;6.4;0.24;0.26;8.2;0.054000000000000006;47.0;182.0;0.9953799999999999;3.12;0.5;9.5;good
3364;6.0;0.2;0.26;1.1;0.033;38.0;67.0;0.98954;3.14;0.38;11.5;good
1807;8.8;0.2;0.43;15.0;0.053;60.0;184.0;1.0008;3.28;0.79;8.8;good
1008;6.6;0.22;0.37;1.2;0.059000000000000004;45.0;199.0;0.993;3.37;0.55;10.3;excellent
4248;5.9;0.14;0.2;1.6;0.04;26.0;114.0;0.99105;3.25;0.45;11.4;good
1744;6.6;0.22;0.58;1.1;0.133;52.0;136.0;0.9932;3.1;0.3;9.1;good
3786;7.4;0.29;0.48;12.8;0.037000000000000005;61.5;182.0;0.99808;3.02;0.34;8.8;good
3228;6.8;0.27;0.42;7.3;0.054000000000000006;58.0;200.0;0.99556;3.12;0.49;9.4;good
4514;6.1;0.4;0.18;9.0;0.051;28.5;259.0;0.9964;3.19;0.5;8.8;good
1831;7.4;0.49;0.24;15.1;0.03;34.0;153.0;0.9953;3.13;0.51;12.0;excellent
2259;7.2;0.39;0.54;1.4;0.157;34.0;132.0;0.99449;3.11;0.53;9.0;good
4410;5.7;0.24;0.47;6.3;0.069;35.0;182.0;0.9939100000000001;3.11;0.46;9.73333333333333;good
700;8.4;0.4;0.7;13.1;0.042;29.0;197.0;0.998;3.06;0.64;9.7;good
1237;7.3;0.24;0.39;3.6;0.024;35.0;116.0;0.9928;3.17;0.51;10.9;good
3550;7.2;0.14;0.32;1.1;0.022000000000000002;48.0;116.0;0.99218;3.04;0.67;10.0;good
2724;7.5;0.18;0.31;6.5;0.028999999999999998;53.0;160.0;0.9927600000000001;3.03;0.38;10.9;good
751;6.9;0.2;0.5;10.0;0.036000000000000004;78.0;167.0;0.9964;3.15;0.55;10.2;good
4632;6.3;0.3;0.91;8.2;0.034;50.0;199.0;0.9939399999999999;3.39;0.49;11.7;good
3993;6.7;0.28;0.34;8.9;0.048;32.0;111.0;0.99455;3.25;0.54;11.0;excellent
4606;6.9;0.29;0.32;5.8;0.04;16.0;112.0;0.993;3.04;0.58;11.2;good
1727;7.6;0.445;0.44;14.5;0.045;68.0;212.0;0.9986;3.48;0.36;10.0;good
2275;7.5;0.29;0.26;14.95;0.067;47.0;178.0;0.9983799999999999;3.04;0.49;9.2;poor
3445;6.6;0.15;0.32;6.0;0.033;59.0;128.0;0.99192;3.19;0.71;12.1;excellent
2033;7.2;0.23;0.33;12.7;0.049;50.0;183.0;0.9987;3.41;0.4;9.8;good
3932;6.9;0.22;0.28;7.8;0.05;43.0;116.0;0.99326;3.22;0.6;11.5;excellent
1127;6.4;0.125;0.29;5.85;0.042;24.0;99.0;0.992;3.23;0.32;12.0;excellent
4635;5.8;0.345;0.15;10.8;0.033;26.0;120.0;0.9949399999999999;3.25;0.49;10.0;good
3338;7.2;0.27;0.28;15.2;0.046;6.0;41.0;0.99665;3.17;0.39;10.9;good
3308;6.4;0.35;0.28;12.6;0.039;19.0;124.0;0.99539;3.2;0.43;10.6;good
4531;7.3;0.28;0.54;12.9;0.049;62.0;162.5;0.9984;3.06;0.45;9.1;good
4886;6.2;0.21;0.28;5.7;0.027999999999999997;45.0;121.0;0.9916799999999999;3.21;1.08;12.15;excellent
4011;6.0;0.26;0.29;3.1;0.040999999999999995;37.0;144.0;0.98944;3.22;0.39;12.8;excellent
2708;6.8;0.23;0.42;7.4;0.044000000000000004;56.0;189.0;0.9958;3.22;0.48;9.3;good
960;7.3;0.24;0.34;15.4;0.05;38.0;174.0;0.9983;3.03;0.42;9.0;good
2921;6.7;0.39;0.31;2.7;0.054000000000000006;27.0;202.0;0.9948;3.46;0.57;10.5;good
714;6.0;0.39;0.26;2.7;0.038;39.0;187.0;0.99325;3.41;0.5;10.8;good
2570;6.6;0.24;0.28;1.8;0.027999999999999997;39.0;132.0;0.99182;3.34;0.46;11.4;good
984;6.9;0.19;0.33;1.6;0.043;63.0;149.0;0.9925;3.44;0.52;10.8;good
4355;6.4;0.31;0.28;2.5;0.039;34.0;137.0;0.98946;3.22;0.38;12.7;good
4036;7.3;0.33;0.22;1.4;0.040999999999999995;40.0;177.0;0.99287;3.14;0.48;9.9;good
4716;5.5;0.315;0.38;2.6;0.033;10.0;69.0;0.9909;3.12;0.59;10.8;good
4170;7.4;0.16;0.3;13.7;0.055999999999999994;33.0;168.0;0.99825;2.9;0.44;8.7;excellent
2182;6.6;0.32;0.27;10.9;0.040999999999999995;37.0;146.0;0.9963;3.24;0.47;10.0;good
905;8.4;0.19;0.42;1.6;0.047;9.0;101.0;0.9940000000000001;3.06;0.65;11.1;poor
2550;6.2;0.33;0.14;4.8;0.052000000000000005;27.0;128.0;0.99475;3.21;0.48;9.4;good
4083;6.2;0.3;0.32;1.2;0.052000000000000005;32.0;185.0;0.99266;3.28;0.44;10.1;good
2451;6.6;0.56;0.15;10.0;0.037000000000000005;38.0;157.0;0.9964200000000001;3.28;0.52;9.4;good
520;7.9;0.19;0.26;2.1;0.039;8.0;143.0;0.9942;3.05;0.74;9.8;good
2795;6.4;0.22;0.32;7.2;0.027999999999999997;15.0;83.0;0.993;3.13;0.55;10.9;excellent
1065;8.3;0.22;0.38;14.8;0.054000000000000006;32.0;126.0;1.0002;3.22;0.5;9.7;good
1172;7.6;0.21;0.44;1.9;0.036000000000000004;10.0;119.0;0.9913;3.01;0.7;12.8;good
647;7.4;0.105;0.34;12.2;0.05;57.0;146.0;0.9973;3.16;0.37;9.0;good
1097;6.3;0.23;0.21;5.1;0.035;29.0;142.0;0.9942;3.36;0.33;10.1;excellent
3056;6.9;0.28;0.41;1.4;0.016;6.0;55.0;0.9887600000000001;3.16;0.4;13.4;good
317;6.6;0.24;0.35;7.7;0.031;36.0;135.0;0.9938;3.19;0.37;10.5;good
3399;5.6;0.32;0.33;7.4;0.037000000000000005;25.0;95.0;0.9926799999999999;3.25;0.49;11.1;good
3511;6.5;0.19;0.28;1.4;0.046;22.0;90.0;0.9903799999999999;3.18;0.51;11.7;excellent
173;6.3;0.22;0.43;4.55;0.038;31.0;130.0;0.9918;3.35;0.33;11.5;excellent
1583;6.4;0.18;0.74;11.9;0.046;54.0;168.0;0.9978;3.58;0.68;10.1;good
819;6.6;0.56;0.22;8.9;0.034;27.0;133.0;0.99675;3.2;0.51;9.1;good
1918;6.6;0.35;0.29;14.4;0.044000000000000004;54.0;177.0;0.9991;3.17;0.58;8.9;good
1072;8.2;0.29;0.33;9.1;0.036000000000000004;28.0;118.0;0.9953;2.96;0.4;10.9;excellent
2655;6.8;0.19;0.23;5.1;0.034;71.0;204.0;0.9942;3.23;0.69;10.1;good
4605;6.5;0.29;0.32;3.0;0.036000000000000004;38.0;93.0;0.9906;3.16;0.59;12.0;good
133;6.6;0.24;0.27;15.8;0.035;46.0;188.0;0.9982;3.24;0.51;9.2;good
3263;6.5;0.26;0.31;3.6;0.03;36.0;92.0;0.99026;3.22;0.62;12.6;excellent
1446;6.3;0.27;0.49;1.2;0.063;35.0;92.0;0.9911;3.38;0.42;12.2;good
2674;7.2;0.35;0.25;5.6;0.032;23.0;120.0;0.99334;2.93;0.66;10.3;excellent
2466;7.5;0.27;0.79;11.95;0.04;51.0;159.0;0.99839;2.98;0.44;8.7;good
2125;6.0;0.28;0.22;12.15;0.048;42.0;163.0;0.9957;3.2;0.46;10.1;good
3946;6.0;0.3;0.33;2.1;0.042;31.0;127.0;0.98964;3.32;0.42;12.5;good
2205;7.7;0.39;0.34;10.0;0.055999999999999994;35.0;178.0;0.9974;3.26;0.6;10.2;good
1976;6.8;0.28;0.37;7.0;0.057;35.0;208.0;0.9973;3.57;0.55;10.2;good
2421;6.8;0.26;0.43;11.75;0.045;53.0;198.0;0.9969;3.26;0.55;9.5;good
3495;6.3;0.22;0.28;2.4;0.042;38.0;102.0;0.98998;3.14;0.37;11.6;excellent
3877;7.1;0.28;0.31;1.5;0.053;20.0;98.0;0.99069;3.15;0.5;11.4;good
4117;6.2;0.35;0.2;18.1;0.069;33.0;158.0;0.99908;3.15;0.5;8.8;good
1124;9.6;0.23;0.4;1.5;0.044000000000000004;19.0;135.0;0.9937;2.96;0.49;10.9;good
549;7.2;0.46;0.65;10.4;0.05;76.0;192.0;0.9976;3.16;0.42;8.7;good
4014;6.5;0.18;0.48;18.0;0.054000000000000006;56.0;183.0;1.0003799999999998;2.98;0.61;8.5;good
4793;6.0;0.31;0.32;7.4;0.175;47.0;159.0;0.9952;3.19;0.5;9.4;good
3225;6.6;0.33;0.4;2.65;0.040999999999999995;35.0;86.0;0.98916;3.11;0.39;13.3;excellent
2409;7.1;0.21;0.28;2.7;0.034;23.0;111.0;0.99405;3.35;0.64;10.2;poor
1012;8.3;0.16;0.48;1.7;0.057;31.0;98.0;0.9943;3.15;0.41;10.3;good
48;7.0;0.31;0.26;7.4;0.069;28.0;160.0;0.9954;3.13;0.46;9.8;good
1821;7.4;0.29;0.31;1.7;0.035;23.0;110.0;0.9926;3.07;0.38;10.9;good
3500;6.0;0.28;0.27;15.5;0.036000000000000004;31.0;134.0;0.99408;3.19;0.44;13.0;excellent
2665;8.3;0.4;0.41;8.2;0.05;15.0;122.0;0.9979;3.39;0.49;9.3;good
3791;6.5;0.26;0.5;8.0;0.051;46.0;197.0;0.99536;3.18;0.47;9.5;good
3258;7.4;0.19;0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;good
1638;7.6;0.47;0.49;13.0;0.239;42.0;220.0;0.9988;2.96;0.51;9.2;good
1689;7.1;0.16;0.25;1.3;0.034;28.0;123.0;0.9915;3.27;0.55;11.4;good
3832;6.8;0.31;0.19;3.5;0.086;30.0;130.0;0.993;2.83;0.44;9.6;good
2086;8.2;0.17;0.32;1.5;0.05;17.0;101.0;0.9940000000000001;3.14;0.58;9.5;good
2007;5.6;0.18;0.31;1.5;0.038;16.0;84.0;0.9924;3.34;0.58;10.1;good
3966;5.4;0.185;0.19;7.1;0.048;36.0;110.0;0.9943799999999999;3.26;0.41;9.5;good
3784;6.5;0.25;0.27;17.4;0.064;29.0;140.0;0.9977600000000001;3.2;0.49;10.1;good
2774;7.0;0.36;0.32;10.05;0.045;37.0;131.0;0.9935200000000001;3.09;0.33;11.7;excellent
4136;5.9;0.65;0.23;5.0;0.035;20.0;128.0;0.99016;3.46;0.48;12.8;good
959;7.3;0.24;0.34;15.4;0.05;38.0;174.0;0.9983;3.03;0.42;9.0;good
2540;9.0;0.29;0.34;12.1;0.03;34.0;177.0;0.9970600000000001;3.13;0.47;10.6;good
3563;7.0;0.48;0.12;4.5;0.05;23.0;86.0;0.99398;2.86;0.35;9.0;good
1428;8.2;0.18;0.49;1.1;0.033;28.0;81.0;0.9923;3.0;0.68;10.4;excellent
1195;7.9;0.22;0.45;14.2;0.038;53.0;141.0;0.9992;3.03;0.46;9.2;good
597;7.0;0.29;0.37;4.9;0.034;26.0;127.0;0.9928;3.17;0.44;10.8;good
53;6.4;0.18;0.35;1.0;0.045;39.0;108.0;0.9911;3.31;0.35;10.9;good
2585;6.8;0.18;0.3;12.8;0.062;19.0;171.0;0.99808;3.0;0.52;9.0;excellent
2161;6.8;0.37;0.28;4.0;0.03;29.0;79.0;0.99;3.23;0.46;12.4;excellent
2974;7.5;0.19;0.4;7.1;0.055999999999999994;50.0;110.0;0.9954;3.06;0.52;9.9;good
3458;5.8;0.32;0.2;2.6;0.027000000000000003;17.0;123.0;0.98936;3.36;0.78;13.9;excellent
3517;6.6;0.29;0.29;1.8;0.036000000000000004;38.0;102.0;0.98819;3.08;0.42;13.7;excellent
2856;5.6;0.18;0.58;1.25;0.034;29.0;129.0;0.9898399999999999;3.51;0.6;12.0;excellent
365;6.0;0.26;0.32;3.5;0.027999999999999997;29.0;113.0;0.9912;3.4;0.71;12.3;excellent
3713;6.6;0.28;0.23;10.4;0.049;45.0;190.0;0.99754;3.12;0.51;8.8;good
2482;6.2;0.26;0.37;7.1;0.047;54.0;201.0;0.99523;3.19;0.48;9.5;good
690;6.9;0.2;0.34;1.9;0.043;25.0;136.0;0.9935;3.31;0.6;10.1;poor
1859;8.0;0.22;0.28;14.0;0.053;83.0;197.0;0.9981;3.14;0.45;9.8;good
1889;7.6;0.15;0.4;1.3;0.036000000000000004;24.0;112.0;0.9932;3.14;0.76;10.0;good
1224;7.2;0.23;0.39;2.3;0.033;29.0;102.0;0.9908;3.26;0.54;12.3;excellent
4307;6.5;0.22;0.27;1.6;0.039;36.0;116.0;0.9917799999999999;3.38;0.57;11.0;excellent
3461;6.7;0.24;0.3;3.85;0.042;105.0;179.0;0.9918899999999999;3.04;0.59;11.3;excellent
2652;7.3;0.22;0.31;2.3;0.018000000000000002;45.0;80.0;0.98936;3.06;0.34;12.9;excellent
4417;6.2;0.22;0.28;2.2;0.04;24.0;125.0;0.9917;3.19;0.48;10.5;good
4261;6.0;0.31;0.27;2.3;0.042;19.0;120.0;0.9895200000000001;3.32;0.41;12.7;excellent
929;6.1;0.36;0.58;15.0;0.044000000000000004;42.0;115.0;0.9978;3.15;0.51;9.0;good
4119;6.5;0.4;0.31;3.5;0.046;22.0;147.0;0.99024;3.15;0.31;12.0;excellent
1140;8.5;0.16;0.33;1.0;0.076;17.0;57.0;0.9921;3.14;0.46;10.6;good
4768;6.8;0.27;0.3;13.0;0.047;69.0;160.0;0.99705;3.16;0.5;9.6;good
609;7.4;0.37;0.35;5.7;0.061;12.0;94.0;0.9965;3.48;0.69;10.7;good
3969;6.4;0.17;0.3;2.8;0.034;33.0;125.0;0.9915200000000001;3.03;0.49;10.4;good
3569;8.0;0.25;0.27;9.7;0.036000000000000004;15.0;85.0;0.99406;2.99;0.36;11.2;good
3626;7.0;0.29;0.33;0.9;0.040999999999999995;20.0;117.0;0.9904799999999999;3.21;0.5;11.4;good
947;8.5;0.16;0.35;1.6;0.039;24.0;147.0;0.9935;2.96;0.36;10.0;good
943;6.9;0.48;0.36;3.5;0.03;31.0;135.0;0.9904;3.14;0.38;12.2;excellent
4400;7.4;0.27;0.26;11.8;0.053;55.0;173.0;0.9969899999999999;3.11;0.6;9.8;good
749;7.3;0.3;0.42;7.35;0.025;51.0;175.0;0.9928;3.04;0.32;11.4;good
2624;6.15;0.21;0.37;3.2;0.021;20.0;80.0;0.9907600000000001;3.39;0.47;12.0;good
2255;7.3;0.21;0.21;1.6;0.046;35.0;133.0;0.99466;3.38;0.46;10.0;good
4667;6.1;0.16;0.34;6.1;0.034;31.0;114.0;0.99365;3.32;0.58;10.15;excellent
2992;6.6;0.2;0.27;10.9;0.038;29.0;130.0;0.9949600000000001;3.11;0.44;10.5;excellent
1505;9.2;0.18;0.49;1.5;0.040999999999999995;39.0;130.0;0.9945;3.04;0.49;9.8;excellent
824;8.4;0.18;0.42;5.1;0.036000000000000004;7.0;77.0;0.9939;3.16;0.52;11.7;good
3554;8.1;0.2;0.28;0.9;0.023;49.0;87.0;0.9906200000000001;2.92;0.36;11.1;good
1244;6.4;0.26;0.22;5.1;0.037000000000000005;23.0;131.0;0.9944;3.29;0.32;10.1;good
4688;6.7;0.16;0.32;12.5;0.035;18.0;156.0;0.99666;2.88;0.36;9.0;good
1852;6.4;0.18;0.31;1.6;0.049;36.0;127.0;0.9934;3.6;0.67;10.4;excellent
3701;6.6;0.26;0.22;18.15;0.05;23.0;139.0;0.9990399999999999;3.06;0.5;9.2;good
2042;5.6;0.13;0.27;4.8;0.027999999999999997;22.0;104.0;0.9948;3.34;0.45;9.2;good
974;7.1;0.13;0.38;1.8;0.046;14.0;114.0;0.9925;3.32;0.9;11.7;good
4584;5.9;0.34;0.25;2.0;0.042;12.0;110.0;0.99034;3.02;0.54;11.4;good
4332;7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.9980700000000001;2.94;0.41;8.8;excellent
782;6.9;0.22;0.37;15.0;0.053;59.0;178.0;0.9992;3.37;0.82;9.5;excellent
2276;6.7;0.31;0.18;7.7;0.043;57.0;200.0;0.99566;3.17;0.44;9.4;good
1679;6.4;0.35;0.2;5.7;0.034;18.0;117.0;0.9944;3.33;0.43;10.1;good
60;6.8;0.22;0.24;4.9;0.092;30.0;123.0;0.9951;3.03;0.46;8.6;good
1643;8.1;0.3;0.49;12.3;0.049;50.0;144.0;0.9971;3.09;0.57;10.2;excellent
4040;6.3;0.24;0.29;1.6;0.052000000000000005;48.0;185.0;0.9934;3.21;0.5;9.4;good
4714;6.1;0.22;0.4;1.85;0.031;25.0;111.0;0.98966;3.03;0.3;11.8;excellent
2573;6.3;0.34;0.36;4.9;0.035;31.0;185.0;0.9946;3.15;0.49;9.7;good
2601;6.2;0.26;0.32;15.3;0.031;64.0;185.0;0.99835;3.31;0.61;9.4;good
1179;7.2;0.2;0.25;4.5;0.044000000000000004;31.0;109.0;0.9949;3.23;0.36;9.4;good
1809;8.8;0.2;0.43;15.0;0.053;60.0;184.0;1.0008;3.28;0.79;8.8;good
2257;7.2;0.39;0.54;1.4;0.157;34.0;132.0;0.99449;3.11;0.53;9.0;good
944;6.5;0.18;0.33;8.0;0.051;16.0;131.0;0.9965;3.28;0.44;8.7;excellent
3659;5.4;0.53;0.16;2.7;0.036000000000000004;34.0;128.0;0.98856;3.2;0.53;13.2;excellent
4892;6.5;0.23;0.38;1.3;0.032;29.0;112.0;0.99298;3.29;0.54;9.7;good
